FID,RDNAME,RDNAME2,HWY_NUM,AADTT16,VOG_WGT,VOG16,SHAPE_Length
422,Yonge St,Simcoe County Road 4,11,0,0,0,0.012731270109493
423,Yonge St,Simcoe County Road 4,11,0,0,0,0.00261632084386674
424,Yonge St,Simcoe County Road 4,11,0,0,0,0.012689398756118
425,Yonge St,Simcoe County Road 4,11,0,0,0,0.0119737800093558
426,Yonge St,Simcoe County Road 4,11,0,0,0,0.0125747105897425
427,Hwy 9,Davis Drive West,9,0,0,0,0.0212357667008836
428,Highway 7, ,7,261,1694699,1753000,0.0165709259190599
429,Loyalist Pky,County Road 33,33,0,0,0,0.00228377341255361
430,Highway 28, ,28,286,396246,744000,0.000751472964274799
431,Highway 118, ,118,0,0,0,0.00607315721216784
432,Highway 12, ,12,571,4315789,1846000,0.0169798386517395
433,Hwy 37, ,37,308,1559127,4204000,0.00171494338273689
434,Highway 7, ,7,335,3266713,8844000,0.00288663956979228
435,Highway 62, ,62,500,872198,2250000,0.00204815481080025
436,Highway 62, ,62,500,872198,2250000,0.00142141193040664
437,Highway 62, ,62,500,872198,2250000,0.000892216778623099
438,Hwy 89, ,89,663,2314982,6896000,0.00239869026761406
439,Hwy 37, ,37,183,1550180,4131000,0.0041665745772691
440,Regional Road 7,Highway 7,7,0,0,0,0.00610567156237337
441,Main St N,Highway 10,10,0,0,0,0.0117904916880799
442,County Road 3,Hwy 89,89,0,0,0,0.0377310728763273
443,Hwy 89,89 Hwy,89,603,5155013,10335000,0.00743822431524836
444,Hwy 9,Davis Drive West,9,0,0,0,0.0161891016276484
445,Tc Hwy, ,17,551,4777938,20240000,0.00110702890660521
446,Tc Hwy, ,17,517,4163443,12169000,0.00100259513264698
447,County Road 2, ,2,0,0,0,0.0202831534215553
448,Highway 28, ,28,288,538739,150000,0.0290259408455587
449,Guelph St,King's Highway 7,7,0,0,0,0.000645842635661879
450,Causley Street, ,17,402,4408270,24649000,0.00415154776342136
451,Hwy 34, ,34,359,2060292,4288000,0.00011073808998378
452,Highway 11, ,11,411,4082107,18625000,0.00816591596577564
453,Highway 11, ,11,415,4082107,18625000,0.0283885900082843
454,Highway 3,Concession 1 Rd,3,366,356034,726000,0.00127303928451635
455,Lundy's Lane,Regional Road 20,20,0,0,0,0.00137605032462051
456,Tc Hwy, ,17,618,4886196,21679000,0.0668567506249226
457,County Road 2,Highway 2,2,0,0,0,0.000984322101744261
458,Dundas St,Regional Road 5,5,492,144406,487000,0.00258512707613478
459,Tc Hwy,King's Highway 17,17,400,2889499,15106000,0.0196732331634693
460,Hwy 6,King's Highway 6,6,159,4099,27000,0.0108627031619079
461,Highway 7, ,7,662,1396506,15991000,0.00149700567797627
462,Yonge St,Simcoe County Road 4,11,0,0,0,0.00498894957127732
463,County Road 2, ,2,0,0,0,0.00147082490595481
464,Centre St N,County Road 41,41,0,0,0,0.00364109839168942
465,County Road 41, ,41,0,0,0,0.00621041498277647
466,Yonge St, ,11,0,0,0,0.0184601203870664
467,Yonge St, ,11,0,0,0,0.00400648606855071
468,Hwy 41, ,41,98,76370,325000,0.0020519368898609
469,Hwy 41,Walford Rd,41,130,260852,948000,0.0212200009520925
470,William St,County Road 2,2,0,0,0,0.0121512298822755
471,Cannifton Pky,Highway 37,37,0,0,0,0.000917004362057872
472,Hurontario St,Highway 10,10,0,0,0,0.000659358075706207
473,Main St W,Hwy 8,8,0,0,0,0.00422191491172735
474,Main St W,Hwy 8,8,0,0,0,0.00031915200140156
475,Main St W,Hwy 8,8,4674,18096839,65907000,0.000907218133647788
476,Highway 588, ,588,27,101809,50000,0.0836241637126773
477,Highway 17 E, ,17,652,1829969,9447000,0.0451995784024434
478,Highway 3 E,S Talbot Rd,3,723,499058,1507000,0.00618894394136582
479,St Clair St,King's Highway 40,40,0,0,0,0.0148346415167011
480,St Clair Rd,King's Highway 40,40,261,728887,1501000,0.014790556405571
481,St Clair St,King's Highway 40,40,0,0,0,0.0113200973861547
482,St Clair St,King's Highway 40,40,0,0,0,0.0147950055294927
483,County Road 3,Talbot Trail,3,0,0,0,0.000751720374266813
484,County Road 3,Talbot Trail,3,0,0,0,0.000397452669036677
485,Base Line,County Road 21,21,0,0,0,0.0171233860822994
486,County Road 21,Hwy 21,21,0,0,0,0.0138329030350012
487,Highway 17, ,17,292,3174543,21108000,0.0239290093961213
488,Base Line,County Road 21,21,0,0,0,0.0127666854705466
489,Base Line,County Road 21,21,0,0,0,0.00429451568908397
490,Oil Heritage Road Hwy,County Road 21,21,0,0,0,0.0260350545967115
491,Oil Heritage Rd,County Road 21,21,0,0,0,0.0120777578413417
492,Oil Heritage Rd,County Road 21,21,0,0,0,0.012244504139472
493,Oil Heritage Rd,County Road 21,21,0,0,0,0.0245057184001088
494,Oil Heritage Rd,County Road 21,21,0,0,0,0.0123248687908102
495,County Road 21,Oil Heritage Rd,21,0,0,0,0.00126120973672055
496,Lakeshore Rd,King's Highway 21,21,272,796538,2409000,0.000693349784716255
497,County Road 21,Hwy 21,21,0,0,0,0.00368632132378748
498,Hwy 9, ,9,1000,2145307,5292000,0.00696892780777676
499,County Road 2,Highway 2,2,0,0,0,0.0127457320018904
500,Hwy 62, ,62,74,128623,313000,0.0236942605606391
501,Dundas St W,County Road 2,2,0,0,0,0.000471580321900882
502,Dundas St,Regional Road 5,5,227,79967,87000,0.00657865650692073
503,Highway 518, ,518,140,0,0,0.000922102488910687
504,Dundas St W,Regional Road 5,5,0,0,0,0.0106586895119464
505,Highway 7, ,7,260,1853360,4997000,0.0068295050727835
506,Highway 41, ,41,137,349818,525000,0.0783452692023706
507,Highway 7a, ,7,294,340603,179000,0.00038685600680098
508,Elginfield Rd,King's Highway 7,7,296,386706,1000000,0.0164187683404236
509,Dundas St E,County Road 2,2,0,0,0,0.0165669267360333
510,Highway 17, ,17,112,0,0,0.0304474491938944
511,Hwy 62, ,62,192,125139,587000,0.0122163292287223
512,County Road 2,Highway 2,2,0,0,0,0.013629045873401
513,Warren St,County Road 21,21,0,0,0,0.00478737505778661
514,Highway 17, ,17,112,0,0,0.0367258306838842
515,Highway 15, ,15,339,279397,371000,0.0106597746645313
516,Kingston Rd, ,2,0,0,0,0.0610276284215742
517,County Road 31,Hwy 93,93,0,0,0,0.0212031916331444
518,County Road 31,Hwy 93,93,0,0,0,0.000492761244376102
519,County Road 31,Hwy 93,93,0,0,0,0.000138621787580809
520,Wharncliffe Rd S,King's Highway 4,4,0,0,0,0.00439253130162575
521,Hurontario St,Hwy 10,10,1152,10327333,6898000,0.0333532713810378
522,Dundas St E,Regional Road 5,5,0,0,0,0.00418814340325278
523,Dundas St E,Regional Road 5,5,0,0,0,0.00576016750898699
524,Plank Line,King's Highway 19,19,391,2201949,4889000,0.012632301245859
525,Hurontario St,Hwy 10,10,1001,9951307,6722000,0.01995496358153
526,Highway 7, ,7,737,766993,1350000,0.00773283692805948
527,27th Sideroad,King's Highway 7,7,542,727333,2309000,0.0145165026959697
528,Yonge St, ,11,0,0,0,0.000488229654940872
529,Vincent Massey Dr, ,2,0,0,0,0.0210177910167419
530,Yonge St, ,11,0,0,0,0.000100463923925655
531,Hwy 9,Highway 9,9,1014,5890766,7219000,0.00606818048628224
532,Main St N,Regional Road 68,48,0,0,0,0.00927178659946697
533,Highway 10,Hwy 24,10,648,3408950,4118000,0.027693762071089
534,Markham Rd, ,48,0,0,0,0.00472437614930346
535,Regional Road 7, ,7,0,0,0,0.0085834813397205
536,Highway 48,King's Highway 48,48,677,55009,56000,0.000725479718534594
537,Highway 558, ,558,0,0,0,0.0882443683929042
538,Dundas St W,Regional Highway 2,2,0,0,0,0.00698703212578769
539,Elginfield Rd,King's Highway 7,7,453,591619,1048000,0.0167546093391024
540,Regional Road 54,Hwy 58,58,0,0,0,0.00292743178255767
541,Highway 48,King's Highway 48,48,318,890770,2338000,0.0100086121673307
542,Richmond St,King's Highway 4,4,117,254780,589000,0.0136200264022603
543,Tc Hwy, ,17,619,4886227,21679000,0.0329354220772808
544,Highway 7,Highway 12,7,608,557029,1119000,0.0136678570457277
545,Richmond St,King's Highway 4,4,117,254780,589000,0.0131700036959704
546,Main St E,King's Highway 3,3,273,332387,488000,0.0104541667857467
547,Ramp, ,537,0,0,0,0.00165289475434521
548,Elginfield Rd,King's Highway 7,7,455,524423,1704000,0.010406638298284
549,Hwy 20, ,20,0,0,0,0.00508775752761187
550,Hwy 140, ,140,374,549232,1546000,0.0173982907084412
551,Hwy 12,Tc Hwy,12,339,966165,3279000,0.0153366318909792
552,Richmond St,King's Highway 4,4,117,254780,589000,0.00998226536512181
553,Highway 15, ,15,339,279397,371000,0.0261370851138773
554,Tc Hwy,King's Highway 12,12,252,532788,1411000,0.0134671105426679
555,Richmond St,King's Highway 4,4,295,218443,239000,0.00136180168084374
556,Pinnacle St,King's Highway 62,62,0,0,0,0.00321160305767696
557,Kingston Rd, ,2,0,0,0,0.0283765231687655
558,Tc Hwy,King's Highway 12,12,252,532788,1411000,0.0135294298787312
559,Elginfield Rd,King's Highway 7,7,455,524423,1704000,0.00117554795732085
560,Highway 62, ,62,349,163694,652000,0.00354310736048637
561,Highway 35,King's Highway 35,35,426,563130,1543000,0.00315637733123736
562,Mitchell Line,Hwy 23,23,263,159488,885000,0.00106668099453053
563,Highway 15, ,15,339,279397,371000,0.0307705993946238
564,Hwy 62,King's Highway 62,62,349,163694,652000,0.000308184243598731
565,Highway 7,Tc Highway,7,276,527823,968000,0.0128888434100724
566,County Road 93,Hwy 93,93,797,1913975,2722000,0.00181859741946741
567,Highway 12, ,12,405,506811,1577000,0.00125783822489818
568,Highway 7,Tc Highway,7,493,318840,816000,0.0129999511567747
569,Highway 35,King's Highway 35,35,426,563130,1543000,0.00633976210833425
570,Pinnacle St,King's Highway 62,62,0,0,0,0.00305399956777729
571,King St E,Tc Hwy,7,0,0,0,0.00712264120295232
572,Highway 7,Tc Highway,7,285,380059,612000,0.0429884834948341
573,Highway 7,Tc Highway,7,285,380059,612000,0.0236986692571564
574,Highway 7,Tc Highway,7,465,5200147,2507000,0.0164278931514521
575,County Road 2,Highway 2,2,0,0,0,0.0422237889612111
576,Boundary Rd,Boundary Rd E,148,0,0,0,0.000796517266589787
577,Trafalgar Rd, ,148,0,0,0,0.00505577037474054
578,Lake  Nosbonsing Road, ,654,117,3550,24000,0.000221044117797617
579,Highway 11,Highway 17,17,936,7929180,28370000,0.0013145889919344
580,Highway 118, ,118,98,281026,506000,0.0218855531061063
581,Highway 28, ,28,161,668296,263000,0.00465495005234859
582,Elginfield Rd,King's Highway 7,7,334,446550,1013000,0.0174784966561352
583,Bay Bridge Rd,King's Highway 62,62,349,163694,652000,0.0129647525196111
584,Regional Road 7, ,7,0,0,0,0.0170563295971127
585,Hwy 37, ,37,167,1325835,3873000,0.00678091477799579
586,Hwy 33, ,33,39,81993,130000,0.0583711562462485
587,County Road 2, ,2,0,0,0,0.00705165897703278
588,County Road 41, ,41,0,0,0,0.021405528479615
589,Highway 7, ,7,265,1044689,1625000,0.00136159955932013
590,Highway 48,King's Highway 48,48,89,86414,852000,0.016756180467437
591,Coumbes St, ,60,0,0,0,0.00154118204179925
592,Coumbes St, ,60,0,0,0,0.000322502713150381
593,County Road 41,Highway 41,41,0,0,0,0.0061820597213322
594,Highway 15, ,15,313,257023,258000,0.0184270335976752
595,County Road 2, ,2,104,233074,1167000,0.00418828679536698
596,County Road 2, ,2,0,0,0,0.0278856835524994
597,Highway 7, ,7,333,3205409,8844000,0.0261155847777339
598,Highway 7, ,7,306,3136956,8844000,0.0106945736207107
599,Highway 15, ,15,353,124937,371000,0.00771101635213324
600,Hwy 2, ,2,0,0,0,0.00896451885514673
601,County Road 52,King's Highway 8,8,658,2289528,2767000,0.0342185245329045
602,Highway 7,Victoria St N,7,790,697954,3216000,0.0205328431857836
603,Wellington St E,King's Highway 7,7,0,0,0,0.00236149528899336
604,County Road 109,Hwy 9,9,0,0,0,0.00282899431283176
605,King St W,Highway 8,8,0,0,0,0.000185689746624416
606,Highway 8, ,8,403,2266227,2696000,0.0177742817600926
607,Regional Hwy 2,Highway 2,2,0,0,0,0.000621631725349977
608,Dundas St E,Regional Highway 2,2,0,0,0,0.000492220257651385
609,Dundas St E,Regional Highway 2,2,0,0,0,0.00915618437842874
610,County Road 2,Highway 2,2,0,0,0,0.0201292966218051
611,Main St E,Hwy 8,8,0,0,0,0.00840160108332834
612,Main St,Hwy 8,8,0,0,0,0.00133362787612072
613,Dundas St W,Hwy 5,5,1029,3116875,2265000,0.00244297919682189
614,Highway 600, ,600,10,0,0,0.000467385402014445
615,Dundas St E,Regional Road 5,5,0,0,0,0.00361985145087522
616,Regional Hwy 2,Highway 2,2,0,0,0,0.0107809292220202
617,Dundas St,Regional Road 5,5,0,0,0,0.0165314467584218
618,King St E,County Road 2,2,0,0,0,0.00623198922815908
619,County Road 2,Highway 2,2,0,0,0,0.0150917402568159
620,Simcoe County Road 4,Yonge St,11,0,0,0,0.0121125151734129
621,Highway 48,Highway 48,48,246,116344,59000,0.000490633264278538
622,Main St E,Hwy 10,10,851,3474377,6261000,0.0158334342876211
623,2nd Line East, ,17,0,0,0,0.00497659332276985
624,Highway 11, ,11,411,4082107,18625000,0.0226266895060135
625,Highway 11, ,11,334,3859800,18561000,0.0186537469814895
626,Highway 11, ,11,535,6868024,20577000,0.0889691722180583
627,Highway 17, ,17,265,3074144,21023000,0.0194587477072773
628,Central Ave, ,3,0,0,0,0.000121413516516022
629,Garrison Rd,Regional Road 3,3,0,0,0,0.000734129819221058
630,Highway 3,Talbot Rd,3,90,226271,977000,0.000932022442935347
631,Regional Road 20,Hwy 20,20,0,0,0,0.0202214172708176
632,Prince Charles Dr,Regional Road 54,58,0,0,0,0.00967170691930495
633,Kingston Rd,Regional Highway 2,2,0,0,0,0.00451944193481895
634,Highway 12, ,12,378,650637,2218000,0.0144571136374491
635,Highway 7,Highway 12,7,580,557029,1119000,0.000732605806681593
636,Hwy 35,King's Highway 35,35,225,696393,2502000,0.0134223864846048
637,Regional Road 7, ,7,0,0,0,0.0040335543015963
638,Hwy 35,King's Highway 35,35,243,628026,2407000,0.0281135416431798
639,Hwy 35,King's Highway 35,35,225,696393,2502000,0.0137146453712335
640,Highway 28, ,28,301,445652,128000,0.0189929683853712
641,King St W,County Road 2,2,0,0,0,0.00753317489113925
642,Kingston Rd,Regional Highway 2,2,0,0,0,0.000167047897310838
643,Hwy 60, ,60,168,383086,1092000,0.0127566640767618
644,Loyalist Pky,County Road 33,33,0,0,0,0.0273504174928166
645,County Road 33,Highway 33,33,0,0,0,0.000848247605334444
646,Dundas St W,County Road 2,2,0,0,0,0.000443436728289507
647,Regional Road 20,Hwy 20,20,0,0,0,0.00316011561211912
648,King St E,County Road 2,2,0,0,0,0.0100333562297752
649,Hwy 37, ,37,165,1182252,3928000,0.00830279879776338
650,Centre St N,County Road 41,41,0,0,0,0.00180807951983207
651,County Road 2, ,2,0,0,0,0.0394511901975739
652,Princess St, ,2,0,0,0,0.0191069730633294
653,County Road 58,Highway 62,62,0,0,0,0.0243507516617718
654,Highway 11,Highway 17,17,805,9267852,58212000,0.053890672654853
655,Hwy 60, ,60,168,383086,1092000,0.0188015401425099
656,Kingston Rd, ,2,0,0,0,0.0715359487728282
657,Kingston Rd, ,2,0,0,0,0.0276527714733192
658,Hwy 9,Highway 9,9,1212,3892242,9992000,0.0173850686002393
659,Hwy 9,Highway 9,9,1082,6125196,12172000,0.00923205924441867
660,Highway 12, ,12,305,688279,767000,0.00592170141564617
661,Highway 11, ,11,50,243534,448000,0.00111821558566244
662,Highway 66, ,66,150,595282,1111000,0.0229634357901404
663,Highway 11, ,11,442,5876165,20089000,0.113656843156318
664,Talbot Rd,King's Highway 3,3,227,1089458,2024000,0.00162755291750296
665,Hwy 3,King's Highway 3,3,164,927757,1289000,0.00962436456790286
666,Hwy 3,King's Highway 3,3,164,927757,1289000,0.00261017140817937
667,Highway 3,Concession 1 Rd,3,366,356034,726000,0.00174369430430278
668,Garrison Rd,King's Highway 3,3,193,560895,1313000,0.00288969535141321
669,County Road 3,Talbot Line,3,0,0,0,0.0395000523222425
670,County Road 2, ,2,0,0,0,0.00923204065772797
671,County Road 2,Highway 2,2,0,0,0,0.0351933612086869
672,Highway 15, ,15,293,266103,472000,0.0245207615925644
673,Highway 15, ,15,435,124937,371000,0.000773853965571475
674,Dundas St W,County Road 2,2,0,0,0,0.00296767757477601
675,King St E,County Road 2,2,0,0,0,0.0037796077727565
676,Highway 7, ,7,246,1230497,1553000,0.00160131379062541
677,Tc Hwy, ,17,624,4630604,13925000,0.00115865866933429
678,Highway 11,Highway 17,17,797,7034849,27246000,0.00725482833929841
679,Cassells Street, ,63,0,0,0,0.00713023147476701
680,Cassells Street, ,63,0,0,0,0.00449027520589519
681,Cassells Street, ,63,0,0,0,0.00230065621034484
682,Highway 17, ,17,630,3368207,14788000,0.374452097711676
683,County Road 49,Highway 49,49,0,0,0,0.00760084179758334
684,Hwy 9, ,9,507,760719,1200000,0.0232939761124378
685,Dunnville Rd,King's Highway 3,3,280,596856,1133000,0.0133538786278919
686,Hwy 23,164 Road,23,314,315108,1235000,0.00402637566266844
687,Highway 7,Tc Highway,7,286,505121,865000,0.00147378424472685
688,Highway 7, ,7,242,1523065,1566000,0.0120181765052139
689,Loyalist Pky,County Road 33,33,0,0,0,0.00994681645855251
690,Dundas St W,County Road 2,2,0,0,0,0.00721436904468833
691,Highway 101, ,101,11,15977,82000,0.047396790583793
692,Highway 101, ,101,23,52032,121000,0.0760142287141743
693,County Road 2, ,2,3582,41540087,165251000,0.0336780093846693
694,Centennial Pky S,Hwy 20,20,0,0,0,0.000132230473093008
695,Talbot Line,King's Highway 3,3,196,1377428,3323000,0.0119075785647748
696,Canboro Rd,Regional Road 20,20,0,0,0,0.00855395083885769
697,Frankford Rd,County Road 33,33,0,0,0,0.00469159882261393
698,Hwy 140, ,140,599,734485,1727000,0.00871844203915575
699,Dundas St W,Hwy 5,5,0,0,0,0.00057924951444491
700,Highway 60, ,60,135,641333,1060000,0.000662292986548339
701,Centre St N,County Road 41,41,0,0,0,0.00898134214804831
702,Plank Line,King's Highway 19,19,524,2680116,11227000,0.0161241121213465
703,Yonge St,County Road 1,11,0,0,0,0.000618954285903525
704,Highway 17, ,17,292,3174543,21108000,0.00524902895843747
705,Bloor St W,Hwy 5,5,0,0,0,0.00364082806843589
706,Talbot Line,King's Highway 3,3,195,1367194,3319000,0.0102174796379349
707,Talbot Rd,King's Highway 3,3,195,1367194,3319000,0.0173207251280228
708,Plank Line,King's Highway 19,19,397,2281746,5031000,0.0100727895169575
709,Winchester Rd W,King's Highway 7,7,557,315305,548000,0.000639810128110119
710,Highway 17, ,17,408,3970137,25024000,0.00336676108121361
711,County Road 2,Highway 2,2,0,0,0,0.0279894668390587
712,County Road 2,Highway 2,2,0,0,0,0.005142164313564
713,York Rd,King's Highway 7,7,0,0,0,0.00659601141039577
714,Highway 48, ,48,511,433378,2244000,0.0180452518764138
715,Highway 569, ,569,30,0,0,0.000761081706540726
716,Highway 12, ,12,405,506811,1577000,0.00582880235568041
717,Highway 7,Highway 12,7,717,386197,708000,0.00167908784759837
718,Main St N,King's Highway 7,7,0,0,0,0.00931654901522914
719,Guelph St,King's Highway 7,7,0,0,0,0.0108627779552778
720,Highway 7,Tc Highway,7,427,4973036,2695000,0.01673689030367
721,Hurontario St,Highway 10,10,0,0,0,0.0134923236382686
722,Dundas St W,Hwy 5,5,1029,3116875,2265000,0.0173185446402785
723,Hwy 37, ,37,165,1182252,3928000,0.00871258701442236
724,Hwy 37, ,37,165,1182252,3928000,0.00373803576350548
725,Forks Rd,King's Highway 3,3,238,1547217,1643000,0.00418267547166564
726,County Road 17,Hwy 21,21,0,0,0,0.0172729381510161
727,Dundas St W,Hwy 5,5,1155,2504813,1912000,0.000983609708114708
728,Sunset Rd,County Road 4,4,0,0,0,0.00153577307504334
729,Highway 3,Concession 1 Rd,3,366,356034,726000,0.00635389223440927
730,Main St E,King's Highway 3,3,273,332387,488000,0.0014135006190463
731,Main St E,King's Highway 3,3,273,332387,488000,0.00141840252114966
732,Regional Road 525,HIghway 58A,58,395,773338,1397000,0.0274232185180916
733,Hwy 41, ,41,130,260852,948000,0.00108234421511529
734,Mackay St,Highway 41,41,0,0,0,0.00287987653071632
735,O'brien Rd, ,60,246,552799,1678000,0.0151728388535438
736,Queenston Rd,Hwy 8,8,0,0,0,0.00542375736883951
737,Highway 20 E,Regional Road 20,20,0,0,0,0.0107826758763551
738,Hwy 8,Queenston Rd,8,0,0,0,0.0111871441135752
739,Highway 15, ,15,204,260530,405000,0.000608266389004868
740,Highway 15, ,15,293,266103,472000,0.00588225902762791
741,Dundas St E,Regional Road 5,5,0,0,0,0.025058884627035
742,Schumacher Drive, ,101,0,0,0,0.015684196809639
743,Highway 118 W, ,118,139,12618,349000,0.00200886659587475
744,Highway 118 W, ,118,139,12618,349000,8.36301381512823e-05
